Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Coating/Sealant application (product.metafields.shopify.coating-sealant-application),Color (product.metafields.shopify.color-pattern),Hardware material (product.metafields.shopify.hardware-material),Material (product.metafields.shopify.material),Style (product.metafields.shopify.style),Suitable for material type (product.metafields.shopify.suitable-for-material-type),Suitable location (product.metafields.shopify.suitable-location),Suitable space (product.metafields.shopify.suitable-space),Tile design (product.metafields.shopify.tile-design),Tile look (product.metafields.shopify.tile-look),Tile material (product.metafields.shopify.tile-material),Tile texture (product.metafields.shopify.tile-texture),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Australia,Price / Australia,Compare At Price / Australia,Included / International,Price / International,Compare At Price / International,Status
teak-oak,Teak Oak,<p>Straight Boards – 1524mm x 228mm x 7mm<br><strong>✅</strong>0.5mm Wear Layer<br><strong>✅</strong>5mm Rigid Core<br><strong>✅</strong>2mm Pre-Attached Acoustic Backing<br><strong>✅</strong>100% Waterproof<br><strong>✅</strong>2.085m² per box<br></p>,Northern TILE Distributors,Hardware > Building Materials > Flooring & Carpet,"","",true,Title,Default Title,,,,,,,,'4404,0.0,,deny,manual,39.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/4404TeakOak_a26d42c8-9e84-4b9c-980e-75649a3e685f.jpg?v=1773040785,1,"",false,,,,,,,,,,,,,,,,,brown,,wood; plastic; polyvinyl-chloride-pvc,modern; minimalist,,living-room; bedroom; hallway; kitchen; bathroom,indoors,,,,,,kg,,,true,,,true,,,active
hybrid-tile-look-7mm,Hybrid Tile Look - 7mm,<p>✅Boards – 605mm x 310mm x 7mm<br>✅0.5mm Wear Layer<br>✅Rigid Core Construction<br>✅2mm Pre-Attached Acoustic Backing<br>✅100% Waterproof</p>,Northern TILE Distributors,Hardware > Building Materials > Flooring & Carpet,"","",false,Title,Default Title,,,,,,,,,0.0,,deny,manual,43.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/T36004_Carrara.jpg?v=1771932050,1,"",false,,,,,,,,,,,,,,,,,geometric; gray,,plastic; polyvinyl-chloride-pvc,modern; minimalist,,bathroom; kitchen; hallway; living-room,indoors,,,,,,kg,,,true,,,true,,,draft
hybrid-tile-look-7mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/T3601_Terrazzo_Grey.jpg?v=1771932050,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-tile-look-7mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/T36164_Moon_Grey.jpg?v=1771932050,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-tile-look-7mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/T36213_Concrete.jpg?v=1771931991,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-herringbone-boards-7mm,Hybrid Herringbone Boards - 7mm,<p>✅Herringbone Boards – 640mm x 228mm x 7mm<br>✅0.5mm Wear Layer<br>✅5mm Rigid Core<br>✅2mm Pre-Attached Acoustic Backing<br>✅100% Waterproof</p>,Northern TILE Distributors,Hardware > Building Materials > Flooring & Carpet,"","",false,Title,Default Title,,,,,,,,,0.0,,deny,manual,48.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/H6611_Smoked_Oak.jpg?v=1771929326,1,"",false,,,,,,,,,,,,,,,,,brown; gray; geometric; beige-1,,wood,modern; minimalist,,kitchen; bathroom; hallway; living-room,indoors,,,,,,kg,,,true,,,true,,,draft
hybrid-herringbone-boards-7mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/H4418_Hatton_Oak.jpg?v=1771929326,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-herringbone-boards-7mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/H4414_Dark_Oak.jpg?v=1771929326,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-herringbone-boards-7mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/H8506_Natural_Oak.jpg?v=1771929322,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-herringbone-boards-7mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/H4407_Classic_Oak.jpg?v=1771931640,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-herringbone-boards-7mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/H4416_Blackbutt.jpg?v=1771931837,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-straight-boards-9-5mm,Hybrid Straight Boards - 9.5mm,<p>✅Straight Boards – 1524mm x 228mm x 9.5mm<br>✅0.5mm Wear Layer<br>✅Extra Thick Rigid Core<br>✅2mm Pre-Attached Acoustic Backing<br>✅100% Waterproof</p>,Northern TILE Distributors,Hardware > Building Materials > Flooring & Carpet,"","",false,Title,Default Title,,,,,,,,,0.0,,deny,manual,48.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/9416_Blackbutt.jpg?v=1771931546,1,"",false,,,,,,,,,,,,,,,,,brown,,wood; plastic; polyvinyl-chloride-pvc,modern; contemporary,,living-room; bedroom; hallway; kitchen; bathroom,indoors,,,,,,kg,,,true,,,true,,,draft
hybrid-straight-boards-9-5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/9507_Classic_Oak_1.jpg?v=1771931546,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-straight-boards-9-5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/9509_Grey_Ghost.jpg?v=1771931546,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-straight-boards-9-5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/9515_Salem_Oak.jpg?v=1771931546,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-straight-boards-8-5mm,Hybrid Straight Boards - 8.5mm,<p>✅Straight Boards – 1524mm x 228mm x 8.5mm<br>✅0.5mm Wear Layer<br>✅Thickened Rigid Core<br>✅2mm Pre-Attached Acoustic Backing<br>✅100% Waterproof</p>,Northern TILE Distributors,Hardware > Building Materials > Flooring & Carpet,"","",false,Title,Default Title,,,,,,,,,0.0,,deny,manual,44.95,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/8506_Natural_Oak.jpg?v=1771931414,1,"",false,,,,,,,,,,,,,,,,,brown,,wood; plastic,modern; contemporary,,living-room; bedroom; hallway; kitchen; bathroom,indoors,,,,,,kg,,,true,,,true,,,draft
hybrid-straight-boards-8-5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/8507_Classic_Oak.jpg?v=1771931414,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-straight-boards-8-5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/8510_NSW_Spotted_Gum.jpg?v=1771931414,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-straight-boards-7mm,Hybrid Straight Boards - 7mm,<p>✅Straight Boards – 1524mm x 228mm x 7mm<br>✅0.5mm Wear Layer<br>✅5mm Rigid Core<br>✅2mm Pre-Attached Acoustic Backing<br>✅100% Waterproof</p>,Northern TILE Distributors,Hardware > Building Materials > Flooring & Carpet,"","",false,Title,Default Title,,,,,,,,,0.0,,deny,manual,39.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/4404TeakOak.jpg?v=1771920776,1,"",false,,,,,,,,,,,,,,,,,brown; beige-1; gray,,wood; plastic,modern; minimalist,,living-room; bedroom; hallway; kitchen; bathroom,indoors,,,,,,kg,,,true,,,true,,,draft
hybrid-straight-boards-7mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/4408McCallOak_99883afb-2429-49f4-ac8a-2165109fa849.jpg?v=1771920776,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-straight-boards-7mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/4409GreyGhost.jpg?v=1771920776,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-straight-boards-7mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/4410NSWSpottedGum.jpg?v=1771920777,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-straight-boards-7mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/4415SalemOak.jpg?v=1771920776,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-straight-boards-7mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/4417GreyOak.jpg?v=1771920776,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-straight-boards-7mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/4418HattonOak.jpg?v=1771920777,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-straight-boards-7mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/4407_Classic_Oak.jpg?v=1771930976,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-straight-boards-7mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/4416_Blackbutt.jpg?v=1771930977,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-straight-boards-7mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/4419_Jarrah.jpg?v=1771930976,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hybrid-straight-boards-7mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/4412_Natural_Wild_Oak_2.jpg?v=1771931276,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium-grout-sealer-300gm,PREMIUM GROUT SEALER 300GM,"<p>SPIRIT SEALER &amp; CLEANERS</p>
<p>PREMIUM GROUT SEALER</p>",Northern TILE Distributors,Hardware > Building Consumables > Protective Coatings & Sealants > Concrete Sealers,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,35.00,,true,true,,,,,"",,,,false,,,,,,,,,,,,,,,,other,clear-1,,,,grout,,indoors; outdoors,,,,,,kg,,,true,,,true,,,active
aria-opal-oak-1900x190-14-3,ARIA - Opal Oak 1900x190 14/3,"<p data-end=""148"" data-start=""79""><meta charset=""utf-8""><strong data-end=""191"" data-start=""125"">ARIA Opal Oak Engineered Timer Range – 1900x190mm | 14/3mm</strong><br data-end=""107"" data-start=""104""><em data-end=""148"" data-start=""107""><span class=""_fadeIn_m1hgl_8"">1900 </span><span class=""_fadeIn_m1hgl_8"">x </span><span class=""_fadeIn_m1hgl_8"">190 </span><span class=""_fadeIn_m1hgl_8"">x </span><span class=""_fadeIn_m1hgl_8"">14/</span><span class=""_fadeIn_m1hgl_8"">3mm | </span><span class=""_fadeIn_m1hgl_8"">Engineered </span><span class=""_fadeIn_m1hgl_8"">Timber</span></em></p>
<p data-is-only-node="""" data-is-last-node="""" data-end=""491"" data-start=""150""><span class=""_fadeIn_m1hgl_8"">Our ARIA Opal Oak range </span><span class=""_fadeIn_m1hgl_8"">showcases </span><span class=""_fadeIn_m1hgl_8"">the </span><span class=""_fadeIn_m1hgl_8"">natural </span><span class=""_fadeIn_m1hgl_8"">beauty </span><span class=""_fadeIn_m1hgl_8"">and </span><span class=""_fadeIn_m1hgl_8"">texture </span><span class=""_fadeIn_m1hgl_8"">of </span><span class=""_fadeIn_m1hgl_8"">oak </span><span class=""_fadeIn_m1hgl_8"">in </span><span class=""_fadeIn_m1hgl_8"">a </span><span class=""_fadeIn_m1hgl_8"">high-</span><span class=""_fadeIn_m1hgl_8"">quality </span><span class=""_fadeIn_m1hgl_8"">engineered </span><span class=""_fadeIn_m1hgl_8"">timber </span><span class=""_fadeIn_m1hgl_8"">board. </span><span class=""_fadeIn_m1hgl_8"">With </span><span class=""_fadeIn_m1hgl_8"">its </span><span class=""_fadeIn_m1hgl_8"">refined </span><span class=""_fadeIn_m1hgl_8"">grain </span><span class=""_fadeIn_m1hgl_8"">and </span><span class=""_fadeIn_m1hgl_8"">clean </span><span class=""_fadeIn_m1hgl_8"">finish, </span><span class=""_fadeIn_m1hgl_8"">it </span><span class=""_fadeIn_m1hgl_8"">brings </span><span class=""_fadeIn_m1hgl_8"">a </span><span class=""_fadeIn_m1hgl_8"">sense </span><span class=""_fadeIn_m1hgl_8"">of </span><span class=""_fadeIn_m1hgl_8"">warmth </span><span class=""_fadeIn_m1hgl_8"">and </span><span class=""_fadeIn_m1hgl_8"">sophistication </span><span class=""_fadeIn_m1hgl_8"">to </span><span class=""_fadeIn_m1hgl_8"">any </span><span class=""_fadeIn_m1hgl_8"">space. </span><span class=""_fadeIn_m1hgl_8"">Designed </span><span class=""_fadeIn_m1hgl_8"">for </span><span class=""_fadeIn_m1hgl_8"">durability </span><span class=""_fadeIn_m1hgl_8"">and </span><span class=""_fadeIn_m1hgl_8"">style, </span><span class=""_fadeIn_m1hgl_8"">it’s </span><span class=""_fadeIn_m1hgl_8"">a </span><span class=""_fadeIn_m1hgl_8"">versatile </span><span class=""_fadeIn_m1hgl_8"">flooring </span><span class=""_fadeIn_m1hgl_8"">choice </span><span class=""_fadeIn_m1hgl_8"">that </span><span class=""_fadeIn_m1hgl_8"">complements </span><span class=""_fadeIn_m1hgl_8"">both </span><span class=""_fadeIn_m1hgl_8"">modern </span><span class=""_fadeIn_m1hgl_8"">and </span><span class=""_fadeIn_m1hgl_8"">classic </span><span class=""_fadeIn_m1hgl_8"">interiors.</span></p>
<p class="""" data-end=""729"" data-start=""193"">Specifications- </p>
<p class="""" data-end=""729"" data-start=""193"">Species: European Oak</p>
<p class="""" data-end=""729"" data-start=""193"">Size: 1900 x 190 x 14/3mm</p>
<p class="""" data-end=""729"" data-start=""193"">Finish: Klumpp UV Lacquer 8% Matt</p>
<p class="""" data-end=""729"" data-start=""193"">Locking System: 5G Välinge</p>
<p class="""" data-end=""729"" data-start=""193"">Installation: Floating / Direct Stick </p>",Northern TILE Distributors,Hardware > Building Materials > Flooring & Carpet,Engineered Timber,"14/3, 1900x190, aria, engineered timber, flooring, straight boards, timber",true,Color,berry,product.metafields.shopify.color-pattern,,,,,,,"",0.0,,deny,manual,85.00,90.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2025-05-12at11.42.53am.png?v=1747016332,1,"",false,,,,,,,,,,,,,,,,,berry; coote; kunia; napala; tuit; yulara; harney; cooper,,wood,modern; classic,,living-room; bedroom; dining-room; hallway; corridor; entrance; garage; storage-room,indoors,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2025-05-12at11.42.53am.png?v=1747016332,kg,,59.90,true,,,true,,,active
aria-opal-oak-1900x190-14-3,,,,,,,,,coote,,,,,,,,"",0.0,,deny,manual,85.00,90.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-12_at_12.29.15_pm.png?v=1747016972,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-12_at_12.29.15_pm.png?v=1747016972,kg,,59.90,,,,,,,
aria-opal-oak-1900x190-14-3,,,,,,,,,kunia,,,,,,,,"",0.0,,deny,manual,85.00,90.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-12_at_12.32.24_pm.png?v=1747017156,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-12_at_12.32.24_pm.png?v=1747017156,kg,,59.90,,,,,,,
aria-opal-oak-1900x190-14-3,,,,,,,,,napala,,,,,,,,"",0.0,,deny,manual,85.00,90.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-12_at_12.33.52_pm.png?v=1747017249,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-12_at_12.33.52_pm.png?v=1747017249,kg,,59.90,,,,,,,
aria-opal-oak-1900x190-14-3,,,,,,,,,tuit,,,,,,,,"",0.0,,deny,manual,85.00,90.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-12_at_12.35.39_pm.png?v=1747017358,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-12_at_12.35.39_pm.png?v=1747017358,kg,,59.90,,,,,,,
aria-opal-oak-1900x190-14-3,,,,,,,,,yulara,,,,,,,,"",0.0,,deny,manual,85.00,90.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-12_at_12.37.26_pm.png?v=1747017464,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-12_at_12.37.26_pm.png?v=1747017464,kg,,59.90,,,,,,,
aria-opal-oak-1900x190-14-3,,,,,,,,,harney,,,,,,,,"",0.0,,deny,manual,85.00,90.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-12_at_12.39.17_pm.png?v=1747017575,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-12_at_12.39.17_pm.png?v=1747017575,kg,,59.90,,,,,,,
aria-opal-oak-1900x190-14-3,,,,,,,,,cooper,,,,,,,,"",0.0,,deny,manual,85.00,90.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-12_at_12.47.54_pm.png?v=1747018092,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-12_at_12.47.54_pm.png?v=1747018092,kg,,59.90,,,,,,,
ordel-opal-oak-1900x190-15-3mm,ORDEL - Opal Oak 1900x190 15/3mm,"<p><meta charset=""utf-8""><strong data-end=""191"" data-start=""125"">ORDEL Opal Oak Engineered Timer Range – 1900x190mm | 15/3mm</strong></p>
<p><meta charset=""utf-8"">Step into refined natural beauty with the <strong data-start=""235"" data-end=""259"">Ordel Opal Oak Range</strong> . This premium engineered timber flooring features a sturdy 15mm board with a 3mm oak wear layer, offering both strength and timeless elegance.</p>
<p class="""" data-end=""729"" data-start=""193"">Specifications- </p>
<p class="""" data-end=""729"" data-start=""193"">Species: European Oak</p>
<p class="""" data-end=""729"" data-start=""193"">Core: Multiply Core</p>
<p class="""" data-end=""729"" data-start=""193"">Finish: <meta charset=""utf-8""><span>Treffert 8% Matte UV Lacquer</span></p>
<p class="""" data-end=""729"" data-start=""193""> Locking System: <meta charset=""utf-8""><span>Tongue &amp; Groove</span></p>
<p class="""" data-end=""729"" data-start=""193"">Installation: Floating / Direct Stick </p>
<p class="""" data-end=""729"" data-start=""193""><strong>2.88m2 per pack</strong></p>",Northern TILE Distributors,Hardware > Building Materials > Flooring & Carpet,Engineered Timber,"engineered, engineered timber, opal oak, ordel",true,Color,spicer,product.metafields.shopify.color-pattern,,,,,,,"",0.0,,deny,manual,90.00,95.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2025-05-09at4.05.27pm.png?v=1746770808,1,"",false,,,,,,,,,,,,,,,,,spicer; bebbington; wittich; petrick; cambridge; batsford,,wood,contemporary,,living-room; bedroom; dining-room; hallway; corridor,indoors,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2025-05-09at4.05.27pm.png?v=1746770808,kg,,,true,,,true,,,active
ordel-opal-oak-1900x190-15-3mm,,,,,,,,,bebbington,,,,,,,,"",0.0,,deny,manual,90.00,95.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-09_at_4.09.34_pm.png?v=1746771028,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-09_at_4.09.34_pm.png?v=1746771028,kg,,,,,,,,,
ordel-opal-oak-1900x190-15-3mm,,,,,,,,,wittich,,,,,,,,"",0.0,,deny,manual,90.00,95.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-09_at_4.13.03_pm.png?v=1746771195,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-09_at_4.13.03_pm.png?v=1746771195,kg,,,,,,,,,
ordel-opal-oak-1900x190-15-3mm,,,,,,,,,petrick,,,,,,,,"",0.0,,deny,manual,90.00,95.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-09_at_4.15.19_pm.png?v=1746771333,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-09_at_4.15.19_pm.png?v=1746771333,kg,,,,,,,,,
ordel-opal-oak-1900x190-15-3mm,,,,,,,,,cambridge,,,,,,,,"",0.0,,deny,manual,90.00,95.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-09_at_4.17.28_pm.png?v=1746771512,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-09_at_4.17.28_pm.png?v=1746771512,kg,,,,,,,,,
ordel-opal-oak-1900x190-15-3mm,,,,,,,,,batsford,,,,,,,,"",0.0,,deny,manual,90.00,95.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-09_at_4.22.20_pm.png?v=1746771756,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-09_at_4.22.20_pm.png?v=1746771756,kg,,,,,,,,,
dota-opal-origins-1900x190-14-2mm,DOTA - Opal Oak 1900x190 14/2mm,"<p class="""" data-end=""191"" data-start=""125""><strong data-end=""191"" data-start=""125"">DOTA Opal Oak Engineered Timer Range – 1900x190mm | 14/2mm</strong></p>
<p class="""" data-end=""729"" data-start=""193"">Elevate your space with the <strong data-end=""265"" data-start=""221"">DOTA Opal Oak Engineered Timer Range</strong>, a premium flooring solution that combines natural beauty with modern durability. Featuring wide 1900x190mm planks and a 14mm total thickness (with a 2mm wear layer), this engineered timber flooring offers the perfect balance of aesthetic elegance and long-lasting performance.</p>
<p class="""" data-end=""729"" data-start=""193""><meta charset=""utf-8"">Specifications- </p>
<p class="""" data-end=""729"" data-start=""193"">Species: European Oak</p>
<p class="""" data-end=""729"" data-start=""193"">Core: Multiply Core</p>
<p class="""" data-end=""729"" data-start=""193"">Finish: Klumpp 8% Matte UV Lacquer</p>
<p class="""" data-end=""729"" data-start=""193""> Locking System: 5G Välinge</p>
<p class="""" data-end=""729"" data-start=""193"">Installation: Floating / Direct Stick </p>
<p class="""" data-end=""729"" data-start=""193"">Adhesive: Swedish Dynea</p>
<p class="""" data-end=""729"" data-start=""193""><strong>2.88m2 per pack</strong></p>",Northern TILE Distributors,Hardware > Building Materials > Flooring & Carpet,Engineered Timber,"engineered, engineered timber, herringbone engineered timber, opal oak",true,Color,beige,product.metafields.shopify.color-pattern,,,,,,,"",0.0,,deny,manual,70.00,75.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2025-05-09at3.18.29pm.png?v=1746768110,1,"",false,,,,,,,,,,,,,,,,,beige; tausel; trow; rankin; watkins; aston; marsh; penna,,wood,modern,,living-room; bedroom; dining-room; hallway; corridor; entrance; garage; storage-room,indoors,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2025-05-09at3.18.29pm.png?v=1746768110,kg,,,true,,,true,,,active
dota-opal-origins-1900x190-14-2mm,,,,,,,,,tausel,,,,,,,,"",0.0,,deny,manual,70.00,75.00,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-09_at_3.22.45_pm.png?v=1746768177,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/Screen_Shot_2025-05-09_at_3.22.45_pm.png?v=1746768177,kg,,,,,,,,,
